,price
22817,1412
22818,2510
22819,679
22820,2656
22821,1829
22822,919
22823,2279
22824,7903
22825,1774
22826,8693
22827,4609
22828,2528
22829,7741
22830,1319
22831,10758
22832,6229
22833,1073
22834,1130
22835,3308
22836,576
22837,729
22838,2131
22839,7729
22840,2036
22841,14268
22842,693
22843,2700
22844,621
22845,1608
22846,1631
22847,900
22848,3896
22849,854
22850,4682
22851,3652
22852,814
22853,5024
22854,1179
22855,2751
22856,2930
22857,9489
22858,473
22859,4398
22860,1607
22861,3024
22862,11690
22863,1374
22864,11560
22865,3544
22866,394
22867,1885
22868,7094
22869,3581
22870,4293
22871,6041
22872,1315
22873,1179
22874,596
22875,1436
22876,990
22877,1179
22878,1072
22879,4972
22880,449
22881,1221
22882,9779
22883,6296
22884,13892
22885,876
22886,473
22887,2980
22888,8550
22889,6850
22890,573
22891,3082
22892,13464
22893,5207
22894,362
22895,13554
22896,10939
22897,1078
22898,511
22899,1410
22900,11149
22901,988
22902,6996
22903,882
22904,776
22905,609
22906,5560
22907,14982
22908,12956
22909,544
22910,2994
22911,3073
22912,10224
22913,1049
22914,5653
22915,7729
22916,4338
22917,903
22918,668
22919,2357
22920,414
22921,4116
22922,3170
22923,720
22924,1958
22925,655
22926,4969
22927,863
22928,3007
22929,1747
22930,2633
22931,5916
22932,1337
22933,886
22934,9483
22935,447
22936,2885
22937,6108
22938,9027
22939,4788
22940,1420
22941,2623
22942,9568
22943,4241
22944,1559
22945,7064
22946,4078
22947,7130
22948,544
22949,6779
22950,2536
22951,3206
22952,14841
22953,3380
22954,586
22955,2611
22956,3084
22957,1240
22958,1701
22959,1094
22960,1996
22961,2825
22962,4001
22963,5271
22964,3563
22965,7703
22966,2463
22967,445
22968,847
22969,2608
22970,608
22971,8941
22972,2745
22973,2386
22974,6882
22975,454
22976,4296
22977,5599
22978,596
22979,3514
22980,3239
22981,15499
22982,5677
22983,2615
22984,1695
22985,5037
22986,1338
22987,461
22988,4979
22989,5014
22990,1576
22991,1046
22992,1221
22993,1035
22994,3656
22995,2297
22996,1960
22997,8887
22998,710
22999,3740
23000,2795
23001,650
23002,9918
23003,5842
23004,827
23005,863
23006,925
23007,457
23008,2770
23009,990
23010,2266
23011,8064
23012,1016
23013,748
23014,404
23015,2588
23016,781
23017,3398
23018,4873
23019,7155
23020,2962
23021,3665
23022,6288
23023,2351
23024,9770
23025,720
23026,847
23027,3431
23028,13623
23029,5412
23030,11886
23031,2332
23032,3664
23033,731
23034,666
23035,466
23036,1974
23037,1141
23038,571
23039,11299
23040,13367
23041,6151
23042,475
23043,868
23044,3457
23045,5002
23046,4819
23047,1968
23048,6947
23049,680
23050,1569
23051,788
23052,4584
23053,544
23054,11760
23055,4370
23056,18710
23057,2503
23058,7702
23059,4559
23060,5439
23061,16533
23062,5664
23063,1411
23064,811
23065,2202
23066,629
23067,5951
23068,1110
23069,3234
23070,4932
23071,8442
23072,917
23073,11867
23074,505
23075,4503
23076,4029
23077,17028
23078,3806
23079,5924
23080,2062
23081,1269
23082,540
23083,5242
23084,12447
23085,3121
23086,7679
23087,748
23088,1781
23089,866
23090,9710
23091,5927
23092,733
23093,844
23094,3831
23095,5593
23096,429
23097,852
23098,1333
23099,10659
23100,4460
23101,1791
23102,1220
23103,4692
23104,2156
23105,4598
23106,12654
23107,2054
23108,5645
23109,10693
23110,9836
23111,891
23112,816
23113,10085
23114,14838
23115,1284
23116,720
23117,367
23118,3733
23119,2765
23120,852
23121,3372
23122,2196
23123,2573
23124,3991
23125,579
23126,2147
23127,7096
23128,459
23129,1786
23130,9282
23131,4690
23132,4466
23133,3794
23134,4989
23135,7503
23136,730
23137,755
23138,1012
23139,6156
23140,3428
23141,4293
23142,805
23143,689
23144,5914
23145,1890
23146,4839
23147,555
23148,765
23149,7602
23150,1243
23151,9344
23152,1749
23153,799
23154,1044
23155,12248
23156,12081
23157,4378
23158,3427
23159,2511
23160,764
23161,552
23162,1817
23163,10221
23164,876
23165,1079
23166,4871
23167,1110
23168,8448
23169,6272
23170,7227
23171,3005
23172,544
23173,1999
23174,571
23175,764
23176,703
23177,696
23178,1651
23179,820
23180,3950
23181,1629
23182,1104
23183,669
23184,1407
23185,8235
23186,5484
23187,4707
23188,1624
23189,4719
23190,596
23191,802
23192,1240
23193,3173
23194,5863
23195,2849
23196,1373
23197,7986
23198,3103
23199,2862
23200,3070
23201,16048
23202,17849
23203,1814
23204,2480
23205,363
23206,7492
23207,4720
23208,18784
23209,863
23210,4548
23211,353
23212,2107
23213,1415
23214,4101
23215,1595
23216,877
23217,15218
23218,1637
23219,6277
23220,9199
23221,17224
23222,12364
23223,3780
23224,6664
23225,4488
23226,3595
23227,589
23228,5147
23229,1095
23230,9086
23231,2974
23232,1046
23233,4513
23234,612
23235,518
23236,1018
23237,898
23238,1720
23239,2867
23240,667
23241,2392
23242,2804
23243,3801
23244,5625
23245,2498
23246,2804
23247,939
23248,2172
23249,4334
23250,1845
23251,1046
23252,1121
23253,1781
23254,2876
23255,6776
23256,810
23257,1056
23258,884
23259,907
23260,1343
23261,1188
23262,2318
23263,743
23264,5018
23265,882
23266,4970
23267,1148
23268,1011
23269,952
23270,1138
23271,605
23272,1749
23273,2167
23274,1838
23275,10006
23276,2557
23277,645
23278,4277
23279,5154
23280,4751
23281,648
23282,649
23283,737
23284,1107
23285,17235
23286,2146
23287,1789
23288,1699
23289,3116
23290,5733
23291,1400
23292,1079
23293,988
23294,6440
23295,868
23296,1274
23297,2405
23298,521
23299,4640
23300,2372
23301,4698
23302,671
23303,5487
23304,942
23305,3745
23306,1929
23307,1906
23308,1056
23309,3129
23310,6438
23311,2351
23312,6772
23313,1197
23314,765
23315,4173
23316,1125
23317,2328
23318,473
23319,1052
23320,605
23321,6232
23322,5768
23323,945
23324,1056
23325,3986
23326,14129
23327,710
23328,2442
23329,6922
23330,7695
23331,10878
23332,776
23333,1343
23334,1235
23335,1919
23336,700
23337,5312
23338,4629
23339,675
23340,2290
23341,2391
23342,4186
23343,603
23344,4162
23345,567
23346,1822
23347,1227
23348,544
23349,7177
23350,650
23351,8681
23352,3874
23353,743
23354,702
23355,1732
23356,6818
23357,4229
23358,8752
23359,8545
23360,500
23361,2989
23362,2133
23363,3192
23364,2723
23365,7026
23366,1350
23367,2070
23368,2206
23369,507
23370,572
23371,4043
23372,540
23373,9930
23374,844
23375,1956
23376,1554
23377,4875
23378,814
23379,850
23380,5556
23381,1948
23382,9678
23383,2130
23384,5690
23385,16538
23386,7127
23387,9014
23388,788
23389,2536
23390,1307
23391,11229
23392,7812
23393,1838
23394,648
23395,625
23396,18107
23397,8577
23398,5733
23399,1094
23400,618
23401,655
23402,1809
23403,6766
23404,4968
23405,605
23406,1337
23407,8170
23408,4751
23409,2376
23410,994
23411,732
23412,477
23413,6346
23414,2662
23415,8590
23416,10915
23418,2544
23419,929
23420,4128
23421,2326
23422,10436
23423,591
23424,1913
23425,775
23426,5775
23427,6300
23428,413
23429,1582
23430,818
23431,2197
23432,10685
23433,5826
23434,489
23435,2732
23436,4478
23437,8954
23438,790
23439,773
23440,481
23441,1404
23442,1219
23443,5226
23444,5111
23445,2337
23446,14083
23447,4249
23448,997
23449,1753
23450,753
23451,4234
23452,4328
23453,490
23454,782
23455,5766
23456,15874
23457,3450
23458,9571
23459,7484
23460,4604
23461,1033
23462,7723
23463,3633
23464,811
23465,13284
23466,2377
23467,2364
23468,658
23469,663
23470,1234
23471,11079
23472,2671
23473,5199
23474,702
23475,699
23476,827
23477,2115
23478,1124
23479,5277
23480,932
23481,772
23482,945
23483,4716
23484,723
23485,1778
23486,416
23487,696
23488,17012
23489,1745
23490,4125
23491,6225
23492,605
23493,2699
23494,579
23495,939
23496,1833
23497,2348
23498,752
23499,17513
23500,895
23501,1349
23502,8030
23503,4018
23504,1235
23505,4853
23506,621
23507,9208
23508,3079
23509,1717
23510,9640
23511,1655
23512,977
23513,936
23514,906
23515,4824
23516,1000
23517,3892
23518,1107
23519,17689
23520,829
23521,782
23522,1595
23523,13543
23524,11540
23525,507
23526,3550
23527,11389
23528,1008
23529,2723
23530,675
23531,1665
23532,1896
23533,899
23534,649
23535,4921
23536,435
23537,2717
23538,2206
23539,857
23540,1942
23541,1076
23542,11576
23543,9051
23544,2161
23545,10947
23546,489
23547,8419
23548,576
23549,14527
23550,2327
23551,5531
23552,3431
23553,4869
23554,2723
23555,4010
23556,2562
23557,3658
23558,8620
23559,982
23560,12756
23561,886
23562,651
23563,1057
23564,4638
23565,489
23566,2175
23567,1656
23568,662
23569,829
23570,4737
23571,4307
23572,6484
23573,9740
23574,2249
23575,2006
23576,720
23577,817
23578,1125
23579,8637
23580,707
23581,4751
23582,3977
23583,1558
23584,1885
23585,581
23586,710
23587,15878
23588,16112
23589,1240
23590,994
23591,9932
23592,2463
23593,18392
23594,2131
23595,816
23596,4265
23597,2075
23598,2642
23599,556
23600,3041
23601,2620
23602,625
23603,11621
23604,1754
23605,2329
23606,5053
23607,811
23608,734
23609,1813
23610,624
23611,672
23612,773
23613,3692
23614,5290
23615,2070
23616,6176
23617,544
23618,787
23619,9569
23620,1812
23621,2472
23622,3515
23623,2065
23624,1080
23625,18252
23626,6808
23627,3653
23628,7593
23629,2911
23630,591
23631,4381
23632,3053
23633,596
23634,3421
23635,2915
23636,7418
23637,1699
23638,737
23639,6022
23640,4488
23641,4939
23642,1819
23643,2757
23644,9467
23645,624
23646,561
23647,732
23648,1392
23649,627
23650,13942
23651,533
23652,4150
23653,2245
23654,620
23655,8092
23656,2462
23657,5769
23658,844
23659,503
23660,4209
23661,13267
23662,1286
23663,3880
23664,3142
23665,3153
23666,414
23667,880
23668,1085
23669,571
23670,10069
23671,2314
23672,11688
23673,4546
23674,2387
23675,475
23676,990
23677,842
23678,650
23679,3502
23680,5729
23681,573
23682,2119
23683,2628
23684,8979
23685,4596
23686,3465
23687,4064
23688,2815
23689,8868
23690,990
23691,2362
23692,13500
23693,5042
23694,8840
23695,1902
23696,2141
23697,1904
23698,8025
23699,4193
23700,13681
23701,663
23702,14779
23703,976
23704,625
23705,597
23706,4560
23707,7146
23708,3102
23709,638
23710,511
23711,828
23712,6963
23713,2149
23714,667
23715,890
23716,1641
23717,4064
23718,11717
23719,1193
23720,755
23721,810
23722,1421
23723,3878
23724,932
23725,2136
23726,2592
23727,1075
23728,4229
23729,684
23730,1452
23731,6325
23732,1085
23733,8294
23734,16778
23735,3142
23736,8856
23737,18593
23738,666
23739,15990
23740,6586
23741,481
23742,3696
23743,18458
23744,15584
23745,6091
23746,1940
23747,7885
23748,1629
23749,4346
23750,13733
23751,14282
23752,1103
23753,13879
23754,7319
23755,587
23756,2095
23757,720
23758,3097
23759,789
23760,12459
23761,2225
23762,2808
23763,514
23764,9483
23765,1244
23766,1932
23767,8740
23768,11988
23769,2005
23770,3387
23771,7796
23772,3084
23773,2319
23774,775
23775,12215
23776,1590
23777,8100
23778,1607
23779,658
23780,4494
23781,942
23782,1582
23783,990
23784,2444
23785,698
23786,898
23787,741
23788,4845
23789,3246
23790,4882
23791,4011
23792,2131
23793,1080
23794,4562
23795,913
23796,5450
23797,828
23798,9901
23799,2306
23800,11413
23801,3219
23802,734
23803,628
23804,3188
23805,3915
23806,638
23807,1754
23808,9878
23809,473
23810,3590
23811,8003
23812,741
23813,1806
23814,680
23815,5067
23816,8737
23817,6056
23818,2011
23819,3045
23820,1908
23821,1243
23822,839
23823,770
23824,7211
23825,852
23826,16896
23827,4181
23828,461
23829,2000
23830,6785
23831,4725
23832,1839
23833,571
23834,7236
23835,936
23836,5416
23837,816
23838,435
23839,843
23840,3919
23841,5871
23842,970
23843,552
23844,1587
23845,768
23846,2797
23847,2319
23848,8205
23849,1343
23850,614
23851,3898
23852,1050
23853,1962
23854,10340
23855,4620
23856,4205
23857,4129
23858,6250
23859,1090
23860,3517
23861,1181
23862,9440
23863,3248
23864,4520
23865,799
23866,827
23867,579
23868,630
23869,1326
23870,613
23871,9921
23872,1397
23873,1048
23874,781
23875,17114
23876,13253
23877,936
23878,3768
23879,4723
23880,866
23881,4227
23882,526
23883,1644
23884,5904
23885,480
23886,1131
23887,844
23888,706
23889,5273
23890,3419
23891,5763
23892,2401
23893,5821
23894,828
23895,6139
23896,1781
23897,2585
23898,1006
23899,9081
23900,955
23901,1689
23902,645
23903,1024
23904,3734
23905,1941
23906,1066
23907,798
23908,911
23909,5489
23910,6439
23911,1114
23912,10804
23913,1368
23914,12677
23915,1175
23916,5405
23917,2232
23918,4862
23919,904
23920,4047
23921,3234
23922,811
23923,6972
23924,745
23925,2517
23926,523
23927,6111
23928,1206
23929,3903
23930,11189
23931,648
23932,5789
23933,5952
23934,1063
23935,621
23936,2618
23937,7473
23938,473
23939,6887
23940,11040
23941,1666
23942,730
23943,982
23944,625
23945,8069
23946,730
23947,5833
23948,1687
23949,4560
23950,709
23951,4128
23952,871
23953,9823
23954,4669
23955,665
23956,1662
23957,1699
23958,478
23959,1844
23960,14904
23961,3733
23962,9547
23963,4788
23964,3210
23965,789
23966,1735
23967,5315
23968,2681
23969,8063
23970,15818
23971,2142
23972,6720
23973,8427
23974,6135
23975,765
23976,943
23977,692
23978,2443
23979,10351
23980,810
23981,14084
23982,16363
23983,1399
23984,6473
23985,14948
23986,4484
23987,2161
23988,905
23989,2107
23990,4249
23991,7849
23992,847
23993,12319
23994,548
23995,4480
23996,3139
23997,1068
23998,13933
23999,18640
24000,11368
24001,826
24002,2507
24003,1784
24004,504
24005,1701
24006,5327
24007,5292
24008,684
24009,4897
24010,13597
24011,967
24012,1624
24013,1167
24014,945
24015,531
24016,14889
24017,4775
24018,1960
24019,2224
24020,956
24021,3048
24022,14744
24023,2000
24024,10754
24025,1351
24026,530
24027,1792
24028,2240
24029,554
24030,8095
24031,1286
24032,3893
24033,453
24034,3282
24035,2381
24036,890
24037,872
24038,2376
24039,6399
24040,1935
24041,608
24042,1987
24043,429
24044,695
24045,1710
24046,10701
24047,5292
24048,570
24049,8847
24050,2093
24051,6961
24052,8662
24053,8674
24054,706
24055,753
24056,1975
24057,4135
24058,7980
24059,526
24060,694
24061,495
24062,791
24063,807
24064,776
24065,1286
24066,707
24067,2559
24068,666
24069,4228
24070,4381
24071,666
24072,846
24073,878
24074,2314
24075,5141
24076,11601
24077,6809
24078,2930
24079,670
24080,6192
24081,1784
24082,1116
24083,2061
24084,1088
24085,2756
24086,2048
24087,1014
24088,3555
24089,2052
24090,4529
24091,6110
24092,5920
24093,1919
24094,1712
24095,8736
24096,826
24097,1697
24098,6328
24099,2330
24100,2026
24101,574
24102,6108
24103,6159
24104,2694
24105,18614
24106,5544
24107,878
24108,2059
24109,7815
24110,2061
24111,2386
24112,842
24113,554
24114,17504
24115,5723
24116,1868
24117,6942
24118,447
24119,9106
24120,2378
24121,2704
24122,1141
24123,9693
24124,1998
24125,2818
24126,1052
24127,675
24128,13228
24129,2912
24130,4002
24131,7290
24132,1915
24133,1151
24134,11147
24135,1013
24136,579
24137,984
24138,669
24139,3534
24140,3965
24141,4326
24142,14889
24143,907
24144,2338
24145,1389
24146,2032
24147,3045
24148,4959
24149,2300
24150,8347
24151,764
24152,13622
24153,879
24154,720
24155,1015
24156,6488
24157,7251
24158,5497
24159,8649
24160,1205
24161,8469
24162,2874
24163,1063
24164,1819
24165,1046
24166,921
24167,2022
24168,1718
24169,4513
24170,7395
24171,585
24172,5057
24173,2394
24174,3850
24175,775
24176,863
24177,575
24178,521
24179,447
24180,4672
24181,11276
24182,16397
24183,367
24184,6557
24185,2961
24186,1932
24187,4164
24188,813
24189,2768
24190,949
24191,4620
24192,1250
24193,434
24194,589
24195,7989
24196,2388
24197,2354
24198,776
24199,4192
24200,3455
24201,489
24202,1324
24203,1920
24204,891
24205,8479
24206,1256
24207,4700
24208,2642
24209,776
24210,9494
24211,1657
24212,15714
24213,9600
24214,798
24215,5419
24216,942
24217,4165
24218,4496
24219,3604
24220,1105
24221,1056
24222,1192
24223,893
24224,4088
24225,7291
24226,1121
24227,5598
24228,605
24229,3599
24230,4838
24231,561
24232,1408
24233,730
24234,745
24235,1053
24236,4197
24237,2422
24238,427
24239,3998
24240,2074
24241,571
24242,4427
24243,802
24244,3674
24245,698
24246,5379
24247,4928
24248,987
24249,1600
24250,12071
24251,11322
24252,1890
24253,4642
24254,1569
24255,12565
24256,5020
24257,1861
24258,2351
24259,791
24260,1006
24261,4381
24262,1364
24263,2396
24264,7900
24265,624
24266,605
24267,2097
24268,3861
24269,3885
24270,18310
24271,1368
24272,900
24273,2515
24274,9148
24275,4469
24276,9012
24277,628
24278,459
24279,1708
24280,3257
24281,1372
24282,1073
24283,3146
24284,2553
24285,5395
24286,1644
24287,1436
24288,14308
24289,11508
24290,7916
24291,5269
24292,10291
24293,5767
24294,2740
24295,4244
24296,5993
24297,4373
24298,11167
24299,579
24300,914
24301,470
24302,769
24303,978
24304,1267
24305,2309
24306,684
24307,2553
24308,936
24309,5602
24310,4824
24311,944
24312,3736
24313,3734
24314,13474
24315,4977
24316,1293
24317,12720
24318,1157
24319,1753
24320,1612
24321,433
24322,878
24323,4387
24324,1707
24325,943
24326,13903
24327,2376
24328,9123
24329,9173
24330,1624
24331,1154
24332,490
24333,6272
24334,2368
24335,7036
24336,773
24337,4119
24338,6025
24339,12596
24340,2756
24341,628
24342,1601
24343,802
24344,3658
24345,2893
24346,3601
24347,6777
24348,642
24349,5882
24350,842
24351,1397
24352,2473
24353,1715
24354,841
24355,10860
24356,812
24357,3033
24358,1412
24359,7056
24360,4283
24361,544
24362,1395
24363,1195
24364,1390
24365,1600
24366,3192
24367,5962
24368,1697
24369,4072
24370,3647
24371,6327
24372,12621
24373,7721
24374,4374
24375,6250
24376,4476
24377,1546
24378,709
24379,576
24380,10628
24381,4714
24382,1595
24383,2110
24384,6841
24385,7130
24386,1074
24387,1187
24388,18274
24389,14292
24390,357
24391,2846
24392,1105
24393,17936
24394,7564
24395,4788
24396,815
24397,755
24398,1132
24399,2326
24400,2114
24401,2871
24402,6288
24403,621
24404,4564
24405,8529
24406,658
24407,1611
24408,1426
24409,809
24410,9900
24411,5160
24412,2553
24413,3535
24414,982
24415,645
24416,1571
24417,769
24418,1278
24419,1890
24420,700
24421,7209
24422,2074
24423,6477
24424,827
24425,1134
24426,2913
24427,802
24428,1053
24429,581
24430,2427
24431,12342
24432,660
24433,6303
24434,1218
24435,540
24436,6990
24437,4932
24438,945
24439,9243
24440,1024
24441,3167
24442,9368
24443,1721
24444,3288
24445,3113
24446,1094
24447,2482
24448,5284
24449,13133
24450,418
24451,4745
24452,4260
24453,608
24454,4592
24455,4891
24456,1438
24457,15394
24458,2822
24459,1166
24460,1433
24461,742
24462,1746
24463,4510
24464,14503
24465,7477
24466,9234
24467,607
24468,945
24469,1079
24470,956
24471,6129
24472,1847
24473,1013
24474,1569
24475,951
24476,1064
24477,13761
24478,732
24479,491
24480,789
24481,2772
24482,9116
24483,1438
24484,1657
24485,2806
24486,11850
24487,7368
24488,1824
24489,558
24490,3024
24491,9489
24492,1600
24493,1127
24494,1646
24495,4129
24496,4530
24497,12071
24498,710
24499,4368
24500,537
24501,5438
24502,8820
24503,1919
24504,8770
24505,910
24506,5040
24507,6352
24508,2863
24509,815
24510,1261
24511,10276
24512,6389
24513,9498
24514,1140
24515,417
24516,505
24517,1125
24518,906
24519,1183
24520,891
24521,669
24522,2110
24523,2922
24524,4489
24525,16340
24526,1207
24527,1104
24528,1877
24529,4829
24530,9550
24531,527
24532,3204
24533,14529
24534,3338
24535,3872
24536,2090
24537,4825
24538,10255
24539,1069
24540,1550
24541,15393
24542,12392
24543,727
24544,904
24545,931
24546,1080
24547,1615
24548,389
24549,1976
24550,1827
24551,917
24552,7954
24553,5880
24554,1642
24555,1107
24556,7019
24557,487
24558,3423
24559,1656
24560,5312
24561,1787
24562,1001
24563,618
24564,13828
24565,802
24566,473
24567,4816
24568,1166
24569,3107
24570,1235
24571,3156
24572,4319
24573,745
24574,9581
24575,1776
24576,1624
24577,4452
24578,4749
24579,8192
24580,5624
24581,4201
24582,4708
24583,5775
24584,2085
24585,873
24586,912
24587,788
24588,1963
24589,4077
24590,638
24591,1402
24592,1181
24593,1069
24594,421
24595,1227
24596,810
24597,4801
24598,5632
24599,2699
24600,4314
24601,544
24602,807
24603,7679
24604,6115
24605,505
24606,1378
24607,534
24608,1956
24609,3123
24610,3754
24611,523
24612,496
24613,1669
24614,424
24615,1664
24616,663
24617,3599
24618,1364
24619,949
24620,1352
24621,429
24622,703
24623,2668
24624,1708
24625,2012
24626,1281
24627,850
24628,3450
24629,4273
24630,4766
24631,13280
24632,2416
24633,1580
24634,3879
24635,935
24636,2956
24637,1786
24638,11419
24639,4291
24640,544
24642,7365
24643,579
24644,526
24645,5190
24646,459
24647,499
24648,12161
24649,583
24650,3070
24651,3985
24652,900
24653,3443
24654,886
24655,788
24656,1636
24657,4981
24658,4595
24659,668
24660,526
24661,851
24662,2447
24663,4425
24664,2753
24665,5773
24666,730
24667,2495
24668,7567
24669,526
24670,3980
24671,4165
24672,7918
24673,700
24674,874
24675,1170
24676,9274
24677,5337
24678,2283
24679,2741
24680,907
24681,8190
24682,1443
24683,575
24684,1750
24685,2145
24686,2824
24687,844
24688,5650
24689,2728
24690,865
24691,7466
24692,4017
24693,5891
24694,4064
24695,6177
24696,857
24697,844
24698,844
24699,1835
24700,8794
24701,979
24702,2777
24703,2415
24704,1387
24705,11104
24706,3290
24707,713
24708,1294
24709,899
24710,2437
24711,1279
24712,7130
24713,1916
24714,4362
24715,4164
24716,485
24717,583
24718,2939
24719,943
24720,1787
24721,1447
24722,1167
24723,698
24724,1746
24725,11921
24726,850
24727,816
24728,14837
24729,11109
24730,2490
24731,608
24732,5088
24733,10698
24734,7951
24735,4171
24736,3539
24737,7155
24738,628
24739,3538
24740,778
24741,3773
24742,4250
24743,648
24744,3250
24745,2697
24746,4648
24747,5771
24748,754
24749,16472
24750,7697
24751,14752
24752,5051
24753,15102
24754,7641
24755,1211
24756,4314
24757,965
24758,4880
24759,4524
24760,2381
24761,4751
24762,2131
24763,16861
24764,8820
24765,1855
24766,485
24767,10356
24768,5882
24769,802
24770,1647
24771,2016
24772,2581
24773,3951
24774,589
24775,3993
24776,5860
24777,1006
24778,649
24779,13317
24780,2093
24781,579
24782,2170
24783,8475
24784,4361
24785,2169
24786,4739
24787,830
24788,847
24789,972
24790,1214
24791,9452
24792,703
24793,633
24794,6632
24795,11576
24796,2290
24797,2833
24798,3108
24799,6867
24800,1935
24801,771
24802,605
24803,569
24804,2530
24805,769
24806,1657
24807,552
24808,854
24809,10798
24810,871
24811,3332
24812,672
24813,10688
24814,664
24815,6509
24816,589
24817,2604
24818,2102
24819,4657
24820,1595
24821,10162
24822,1429
24823,723
24824,1295
24825,2029
24826,855
24827,895
24828,3780
24829,6787
24830,698
24831,945
24832,11442
24833,7999
24834,2308
24835,3085
24836,7100
24837,3724
24838,429
24839,3886
24840,829
24841,3174
24842,7750
24843,5739
24844,652
24845,4400
24847,4223
24848,2107
24849,4965
24850,707
24851,961
24852,1432
24853,1107
24854,6742
24855,473
24856,9870
24857,8658
24858,814
24859,2671
24860,5539
24861,5082
24862,499
24863,957
24864,1323
24865,1609
24866,1778
24867,684
24868,4928
24869,3431
24870,463
24871,1158
24872,3887
24873,1114
24874,1289
24875,14399
24876,2532
24877,924
24878,3281
24879,1875
24880,3104
24881,745
24882,15013
24883,6022
24884,1977
24885,975
24886,2263
24887,7179
24888,741
24889,5852
24890,5484
24891,1026
24892,5952
24893,4197
24894,1985
24895,2287
24896,11401
24897,4242
24898,12152
24899,1847
24900,15486
24901,530
24902,1024
24903,4212
24904,827
24905,855
24906,7815
24907,3084
24908,10288
24909,6063
24910,2190
24911,1073
24912,18071
24913,1966
24914,6121
24915,2579
24916,8252
24917,801
24918,478
24919,4781
24920,1298
24921,4478
24922,479
24923,2440
24924,4082
24925,928
24926,984
24927,1250
24928,10226
24929,2590
24930,11711
24931,9891
24932,561
24933,3863
24934,1043
24935,598
24936,911
24937,5197
24938,1327
24939,1402
24940,8863
24941,1195
24942,6597
24943,4389
24944,3499
24945,1415
24946,13177
24947,4796
24948,9498
24949,4062
24950,6042
24951,5242
24952,465
24953,4620
24954,4538
24955,7035
24956,2327
24957,1772
24958,12542
24959,4549
24960,12872
24961,8943
24962,408
24963,1013
24964,1188
24965,1095
24966,9144
24967,2307
24968,3342
24969,899
24970,943
24971,2648
24972,9088
24973,737
24974,4234
24975,2588
24976,936
24977,694
24978,814
24979,1911
24980,3170
24981,732
24982,1372
24983,11400
24984,5495
24985,463
24986,7553
24987,4416
24988,1636
24989,10636
24990,1760
24991,684
24992,4211
24993,1694
24994,3418
24995,561
24996,13423
24997,18343
24998,645
24999,1695
25000,4496
25001,3574
25002,2334
25003,667
25004,1087
25005,17999
25006,6071
25007,4922
25008,4579
25009,6600
25010,418
25011,2055
25012,5883
25013,2657
25014,485
25015,596
25016,6499
25017,2666
25018,10308
25019,4514
25020,1013
25021,8818
25022,14184
25023,4123
25024,734
25025,8780
25026,990
25027,1899
25028,6440
25029,942
25030,801
25031,675
25032,9730
25033,18615
25034,6025
25035,1289
25036,577
25037,4516
25038,945
25039,625
25040,1569
25041,4679
25042,2709
25043,14603
25044,3074
25045,6369
25046,2058
25047,698
25048,2331
25049,4668
25050,1654
25051,7364
25052,625
25053,3671
25054,772
25055,698
25056,1404
25057,964
25058,4031
25059,4398
25060,5453
25061,596
25062,4471
25063,14300
25064,1351
25065,11255
25066,4704
25067,10423
25068,4693
25069,11294
25070,819
25071,17036
25072,612
25073,2198
25074,2306
25075,13278
25076,2762
25077,2327
25078,1403
25079,11666
25080,8736
25081,1250
25082,7589
25083,526
25084,7508
25085,4873
25086,6936
25087,5219
25088,1861
25089,1056
25090,18002
25091,7539
25092,926
25093,17125
25094,5578
25095,876
25096,6230
25097,924
25098,2336
25099,798
25100,9777
25101,18003
25102,2476
25103,566
25104,658
25105,1637
25106,3880
25107,6951
25108,1079
25109,9569
25110,1982
25111,11233
25112,7162
25113,1002
25114,967
25115,743
25116,9193
25117,14245
25118,12454
25119,4117
25120,3610
25121,442
25122,972
25123,4211
25124,10930
25125,5277
25126,958
25127,3266
25128,2553
25129,1930
25130,1986
25131,716
25132,2059
25133,682
25134,9570
25135,9314
25136,13420
25137,2777
25138,1832
25139,3032
25140,755
25141,2934
25142,3201
25143,1721
25144,900
25145,2456
25146,1123
25147,11455
25148,1039
25149,4824
25150,1136
25151,11743
25152,954
25153,666
25154,5342
25155,1279
25156,10896
25157,1822
25158,2106
25159,1919
25160,942
25161,13256
25162,589
25163,435
25164,4862
25165,986
25166,684
25167,6075
25168,8014
25169,447
25170,7989
25171,945
25172,1574
25173,11572
25174,1911
25175,5335
25176,3403
25177,15281
25178,4241
25179,7553
25180,1847
25181,373
25182,13550
25183,539
25184,2515
25185,419
25186,7549
25187,6250
25188,3304
25189,2305
25190,432
25191,7577
25192,2753
25193,6468
25194,4265
25195,485
25196,13230
25197,928
25198,7643
25199,3248
25200,589
25201,4661
25202,3769
25203,7568
25204,1810
25205,798
25206,4457
25207,4118
25208,1443
25209,3229
25210,1974
25211,3987
25212,596
25213,4617
25214,693
25215,1057
25216,2862
25217,1107
25218,5889
25219,646
25220,2394
25221,4362
25222,765
25223,882
25224,1267
25225,1668
25226,4413
25227,872
25228,4319
25229,1200
25230,2863
25231,1154
25232,1009
25233,402
25234,1389
25235,1134
25236,3265
25237,473
25238,728
25239,2801
25240,13777
25241,1003
25242,7358
25243,3740
25244,4732
25245,3270
25246,738
25247,5510
25248,2510
25249,6708
25250,5517
25251,746
25252,644
25253,2861
25254,3898
25255,5197
25256,3171
25257,3554
25258,619
25259,7991
25260,2218
25261,980
25262,1614
